FIPS,LCSPP21
46063,558.9
46065,471.66
46067,471.66
46069,471.66
46071,558.9
46073,471.66
46075,558.9
46077,412.52
46079,410.81
46081,558.9
46083,347.26
46085,471.66
46087,410.81
46089,412.52
46091,412.52
46093,558.9
46095,558.9
46097,471.66
46099,347.26
46101,410.81
46102,558.9
46103,558.9
46105,558.9
46107,412.52
46109,412.52
46111,471.66
46115,412.52
46117,471.66
46119,471.66
46121,558.9
46123,471.66
46125,410.81
46127,410.81
46129,412.52
46135,471.66
46137,558.9
47001,365.51
47003,491.09
47005,450.81
47007,383.53
47009,365.51
47011,383.53
47013,365.51
47015,451.69
47017,450.81
47019,413.45
47021,408.08
47023,450.81
47025,365.51
47027,451.69
47029,365.51
47031,491.09
47033,450.81
47035,451.69
47037,408.08
47039,450.81
47041,451.69
47043,491.09
47045,450.81
47047,362.47
47049,451.69
47051,383.53
47053,450.81
47055,491.09
47057,365.51
47059,413.45
47061,383.53
47063,365.51
47065,383.53
47067,413.45
47069,450.81
47071,450.81
47073,413.45
47075,362.47
47077,450.81
47079,450.81
47081,491.09
47083,491.09
47085,491.09
47087,451.69
47089,365.51
47091,413.45
47093,365.51
47095,450.81
47097,362.47
47099,491.09
47101,491.09
47103,491.09
47105,365.51
47107,383.53
47109,450.81
47111,451.69
47113,450.81
47115,383.53
47117,491.09
47119,491.09
47121,383.53
47123,365.51
47125,408.08
47127,491.09
47129,365.51
47131,450.81
47133,451.69
47135,491.09
47137,451.69
47139,383.53
47141,451.69
47143,383.53
47145,365.51
47147,408.08
47149,408.08
47151,365.51
47153,383.53
47155,365.51
47157,362.47
47159,451.69
47161,491.09
47163,413.45
47165,408.08
47167,362.47
47169,408.08
47171,413.45
47173,365.51
47175,451.69
47177,451.69
47179,413.45
47181,491.09
47183,450.81
47185,451.69
47187,408.08
47189,408.08
48003,459.4
48005,388.43
48007,443.63
48011,512.42
48013,386.2
48015,417.89
48017,460.57
48019,386.2
48025,443.63
48027,472.39
48029,386.2
48031,411.61
48033,459.4
48037,454.34
48039,375.71
48041,410.01
48043,403.8
48045,512.42
48047,431.65
48051,410.01
48053,411.61
48055,411.61
48057,437.84
48061,434.2
48063,454.34
48065,512.42
48067,454.34
48069,512.42
48071,417.89
48075,512.42
48079,460.57
48081,739.38
48085,410.91
48087,512.42
48089,417.89
48091,386.2
48095,739.38
48097,458.25
48099,472.39
48103,459.4
48105,739.38
48107,460.57
48109,403.8
48111,512.42
48113,410.91
48115,459.4
48117,512.42
48119,454.34
48121,425.73
48123,437.84
48125,460.57
48127,386.2
48129,512.42
48131,466
48135,459.4
48137,386.2
48139,410.91
48141,403.8
48143,425.73
48147,458.25
48149,411.61
48153,460.57
48157,375.71
48159,454.34
48163,386.2
48165,459.4
48167,375.71
48169,460.57
48173,459.4
48175,437.84
48177,386.2
48179,512.42
48181,458.25
48183,465.55
48185,410.01
48187,386.2
48189,460.57
48191,512.42
48193,472.39
48195,512.42
48199,388.43
48201,375.71
48205,512.42
48209,411.61
48211,512.42
48215,374.97
48219,460.57
48221,425.73
48223,454.34
48225,388.43
48227,459.4
48229,403.8
48231,410.91
48233,512.42
48235,739.38
48237,446.17
48239,437.84
48241,388.43
48243,403.8
48245,388.43
48247,466
48249,443.63
48251,425.73
48255,437.84
48257,410.91
48259,386.2
48261,434.2
48267,739.38
48269,460.57
48271,386.2
48273,443.63
48277,454.34
48279,460.57
48281,472.39
48283,386.2
48285,437.84
48287,411.61
48289,410.01
48291,417.89
48295,512.42
48297,443.63
48299,411.61
48301,459.4
48303,460.57
48305,460.57
48307,739.38
48311,466
48313,410.01
48315,465.55
48317,459.4
48319,739.38
48321,417.89
48323,386.2
48325,386.2
48327,739.38
48329,459.4
48331,410.01
48333,472.39
48337,446.17
48339,375.71
48341,512.42
48343,454.34
48345,460.57
48347,388.43
48349,410.91
48351,388.43
48355,443.63
48357,512.42
48359,512.42
48361,388.43
48363,425.73
48367,425.73
48369,512.42
48371,459.4
48373,388.43
48375,512.42
48377,403.8
48381,512.42
48383,739.38
48385,386.2
48387,454.34
48389,459.4
48391,443.63
48393,512.42
48395,410.01
48397,410.91
48403,388.43
48405,388.43
48407,388.43
48409,443.63
48411,472.39
48413,739.38
48419,388.43
48421,512.42
48425,425.73
48427,374.97
48431,739.38
48435,739.38
48437,512.42
48439,425.73
48443,459.4
48445,460.57
48449,454.34
48451,739.38
48453,411.61
48455,388.43
48457,388.43
48459,465.55
48461,459.4
48463,386.2
48465,386.2
48469,437.84
48471,417.89
48473,417.89
48475,459.4
48479,397.3
48481,417.89
48483,512.42
48489,434.2
48491,411.61
48493,386.2
48495,459.4
48501,460.57
48503,446.17
48505,466
48507,386.2
49001,428.95
49003,334.29
49005,406.5
49007,428.95
49009,428.95
49011,310.14
49013,428.95
49015,428.95
49017,428.95
49019,428.95
49021,440.86
49023,428.95
49025,428.95
49027,428.95
49029,334.29
49031,428.95
49033,406.5
49035,310.14
49037,428.95
49039,428.95
49041,428.95
49043,318.37
49045,318.37
49047,428.95
49049,319.44
49051,318.37
49053,440.86
49055,428.95
49057,325.65
51001,307.65
51003,317.69
51005,307.65
51007,293.66
51009,318.1
51011,318.1
51013,278.11
51015,307.65
51017,306.33
51019,318.1
51021,307.65
51023,318.1
51025,307.65
51027,307.65
51029,307.65
51031,318.1
51033,293.66
51035,307.65
51036,293.66
51037,307.65
51041,293.66
51043,278.11
51045,318.1
51047,305.3
51049,293.66
51051,307.65
51053,293.66
51057,307.65
51059,278.11
51061,278.11
51063,307.65
51065,317.69
51067,318.1
51069,311.24
51071,318.1
51073,296.18
51075,293.66
51077,307.65
51079,317.69
51081,307.65
51083,307.65
51085,293.66
51087,293.66
51089,307.65
51091,306.33
51093,296.18
51095,296.18
51097,293.66
51099,305.3
51101,293.66
51103,307.65
51105,307.65
51107,278.11
51109,293.66
51111,307.65
51113,307.65
51115,296.18
51117,307.65
51119,307.65
51121,318.1
51125,317.69
51127,293.66
51131,307.65
51133,307.65
51135,307.65
51137,305.3
51139,307.65
51141,307.65
51143,309.94
51145,293.66
51147,307.65
51149,293.66
51153,278.11
51155,318.1
51157,306.33
51159,307.65
51161,318.1
51163,307.65
51165,318.1
51167,307.65
51169,302.81
51171,307.65
51173,307.65
51175,307.65
51177,278.11
51179,278.11
51181,296.18
51183,293.66
51185,307.65
51187,278.11
51191,302.81
51193,305.3
51195,307.65
51197,307.65
51199,296.18
51510,278.11
51520,302.81
51530,307.65
51540,317.69
51550,296.18
51570,293.66
51580,307.65
51590,309.94
51595,307.65
51600,278.11
51610,278.11
51620,307.65
51630,278.11
51640,307.65
51650,296.18
51660,318.1
51670,293.66
51678,307.65
51680,318.1
51683,278.11
51685,278.11
51690,307.65
51700,296.18
51710,296.18
51720,307.65
51730,293.66
51735,296.18
51740,296.18
51750,318.1
51760,293.66
51770,318.1
51775,318.1
51790,307.65
51800,296.18
51810,296.18
51820,307.65
51830,296.18
51840,311.24
53001,325.32
53003,302.35
53005,297.47
53007,325.32
53009,332.39
53011,373.18
53013,302.35
53015,355.34
53017,325.32
53019,297.22
53021,297.47
53023,439.3
53025,325.32
53027,446.1
53029,375.52
53031,332.39
53033,309.06
53035,332.39
53037,297.47
53039,391.44
53041,332.39
53043,346.61
53045,296.2
53047,325.32
53049,446.1
53051,346.61
53053,296.2
53055,375.52
53057,375.52
53059,391.44
53061,297.22
53063,297.22
53065,297.22
53067,296.2
53069,405.35
53071,302.35
53073,375.52
53075,302.35
53077,297.47
55001,400.76
55003,474.42
55005,456.52
55007,402.24
55009,367.7
55011,459.99
55013,474.42
55015,338.87
55017,458.76
55019,422.62
55021,363.32
55023,453.83
55025,360.21
55027,362.05
55029,367.7
55031,402.24
55033,458.76
55035,458.76
55037,393.62
55039,389.83
55041,393.62
55043,453.83
55045,363.32
55047,400.76
55049,453.83
55051,425.19
55053,459.99
55055,363.32
55057,400.76
55059,348.85
55061,367.7
55063,459.99
55065,453.83
55067,393.62
55069,389.48
55071,361.54
55073,389.48
55075,375.68
55077,400.76
55078,393.62
55079,314.28
55081,459.99
55083,367.7
55085,393.62
55087,338.87
55089,342.47
55091,458.76
55093,404.77
55095,409.17
55097,389.48
55099,422.62
55101,348.85
55103,400.76
55105,348.77
55107,456.52
55109,404.77
55111,400.76
55113,474.42
55115,375.68
55117,347.27
55119,422.62
55121,459.99
55123,453.83
55125,393.62
55127,348.77
55129,402.24
55131,342.47
55133,342.47
55135,389.83
55137,389.83
55139,338.87
55141,389.48
56001,661.66
56003,661.66
56005,661.66
56007,661.66
56009,661.66
56011,661.66
56013,661.66
56015,661.66
56017,661.66
56019,661.66
56021,661.66
56023,661.66
56025,661.66
56027,661.66
56029,661.66
56031,661.66
56033,661.66
56035,661.66
56037,661.66
56039,661.66
56041,661.66
56043,661.66
56045,661.66
